120000, 1, 3.180880e+009
120000, 1, 1.434581e+010
300000, 1, 1.006838e+010
120000, 1, 4.954033e+009
300000, 1, 1.125106e+009
120000, 1, 3.085664e+010
300000, 1, 3.071890e+010
120000, 1, 1.468026e+009
300000, 1, 3.556599e+008
120000, 1, 1.059684e+011
300000, 1, 3.633928e+010
120000, 1, 1.035090e+011
300000, 1, 3.577729e+010
600000, 1, 1.062341e+010
900000, 1, 4.221000e+009
1200000, 1, 1.634858e+009
1500000, 1, 7.363659e+008
1800000, 1, 3.593766e+008
2100000, 1, 1.812953e+008
2400000, 1, 8.976434e+007
2700000, 1, 4.915780e+007
3000000, 1, 2.739150e+007
120000, 1, 6.610008e+009
300000, 1, 1.639248e+009
600000, 1, 9.660736e+008
900000, 1, 8.398568e+008
1200000, 1, 7.691063e+008
1500000, 1, 6.864428e+008
1800000, 1, 6.108558e+008
2100000, 1, 6.108558e+008
2400000, 1, 6.108558e+008
2700000, 1, 6.108558e+008
3000000, 1, 6.108558e+008
